Concelho,Nome_Entidade,Frequência [MHz],PAR [W],Raio [Km],Morada_Estação,Local_Estação,PS,PI,AF,Cobertura,Microcobertura,Desc_Operador,Latitude PlaGE,Longitude PlaGE,Latitude Corrigida,Longitude Corrigida,Coord Corrig.,Distrito,Concelho,Freguesia
Lagoa (Algarve),"LAGOANIMA - Empresa Radiofónica e de Comunicação da Lagoa, Lda.",    100.000000,50.000,18.721822436302,TORREÃO DE FERRAGUDO,FERRAGUDO,LAGOA FM,84B1,S,Local,Sim,,37.123611111,-8.519166667,37.123333333,-8.518888889,Sim,Faro,Lagoa (Algarve),Ferragudo
Lagoa (São Miguel),"Rádio e Televisão de Portugal, S.A.",     97.900000,49999.999,105.280543861682,SÃO MIGUEL,PICO DA BARROSA,,,,Nacional,Não,Rede 1 de Cobertura Nacional,37.761111111,-25.493055556,37.761111111,-25.493055556,Não,Açores São Miguel,Lagoa (São Miguel),Água de Pau
Lagoa (São Miguel),"Rádio e Televisão de Portugal, S.A.",    101.700000,49999.999,105.280543861682,SÃO MIGUEL,PICO DA BARROSA,,,,Nacional,Não,Rede 2 de Cobertura Nacional,37.761111111,-25.493055556,37.761111111,-25.493055556,Não,Açores São Miguel,Lagoa (São Miguel),Água de Pau
Lagoa (São Miguel),"Rádio e Televisão de Portugal, S.A.",     87.700000,29999.913,92.658575594362,SÃO MIGUEL,PICO DA BARROSA,,,,Nacional,Não,Rede 3 de Cobertura Nacional,37.761111111,-25.493055556,37.761111111,-25.493055556,Não,Açores São Miguel,Lagoa (São Miguel),Água de Pau
Lagoa (São Miguel),"Costa & Osório, Unipessoal, Lda.",     91.000000,500.000,33.2926313568806,SÃO MIGUEL,PICO DA BARROSA,CANAL FM,847F,S,Local,Não,,37.760833333,-25.4925,37.760833333,-25.4925,Não,Açores São Miguel,Lagoa (São Miguel),Água de Pau
Lagoa (São Miguel),"Super Onda, Unipessoal, Lda.",     90.200000,500.000,33.2926313568806,SÃO MIGUEL,SERRA DA BARROSA,R8O,84F7,S,Local,Não,,37.758611111,-25.494166667,37.758611111,-25.494166667,Não,Açores São Miguel,Lagoa (São Miguel),Água de Pau
Lagoa (São Miguel),"Rádio Renascença, Lda.",     95.200000,49999.999,105.280543861682,SÃO MIGUEL,PICO DA BARROSA,RR,8221.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,37.760555556,-25.492222222,37.760555556,-25.492222222,Não,Açores São Miguel,Lagoa (São Miguel),Água de Pau
Lagoa (São Miguel),"Rádio Renascença, Lda.",    100.000000,49999.999,105.280543861682,SÃO MIGUEL,PICO DA BARROSA,RFM,8231.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,37.760555556,-25.492222222,37.760555556,-25.492222222,Não,Açores São Miguel,Lagoa (São Miguel),Água de Pau
Lagoa (São Miguel),"Cooperativa do Ramo de Cultura Denominada Ecos do Norte, C.R.L.",    105.500000,2000.000,47.0828907919883,SÃO MIGUEL,PICO DA BARROSA,RNC,8405.000,S,Local,Não,,37.759444444,-25.491944444,37.759444444,-25.491944444,Não,Açores São Miguel,Lagoa (São Miguel),Água de Pau
Lagos,"Pajovir - Espectáculos, Marketing e Publicidade, Lda.",     94.600000,1000.000,39.5918340867651,FALFEIRA,LAGOS,SAGRESFM,80A7,N,Local,Não,,37.115,-8.695,37.114722222,-8.695,Sim,Faro,Lagos,São Gonçalo de Lagos
Lajes das Flores,"Rádio e Televisão de Portugal, S.A.",    102.600000,200.000,26.4766552017592,ER1-2,LAJES DAS FLORES,,,,Nacional,Não,Rede 1 de Cobertura Nacional,39.386944444,-31.172777778,39.386944444,-31.172777778,Não,Açores Flores,Lajes das Flores,Fazenda
Lajes das Flores,"Rádio e Televisão de Portugal, S.A.",     97.000000,500.000,33.2926313568806,ER1-2,LAJES DAS FLORES,,,,Nacional,Não,Rede 2 de Cobertura Nacional,39.386944444,-31.172777778,39.386944444,-31.172777778,Não,Açores Flores,Lajes das Flores,Fazenda
Lajes das Flores,"Rádio e Televisão de Portugal, S.A.",    100.400000,1000.000,39.5918340867651,FAJÃZINHA,LAJES DAS FLORES,,,,Nacional,Não,Rede 1 de Cobertura Nacional,39.428611111,-31.258055556,39.428611111,-31.258055556,Não,Açores Flores,Lajes das Flores,Fajãzinha
Lajes das Flores,"Rádio e Televisão de Portugal, S.A.",    103.700000,1000.000,39.5918340867651,FAJÃZINHA,LAJES DAS FLORES,,,,Nacional,Não,Rede 2 de Cobertura Nacional,39.428611111,-31.258055556,39.428611111,-31.258055556,Não,Açores Flores,Lajes das Flores,Fajãzinha
Lajes do Pico,"Rádio e Televisão de Portugal, S.A.",    103.700000,1000.000,39.5918340867651,LAJES DO PICO,PICO DO GERALDO,,,,Nacional,Não,Rede 1 de Cobertura Nacional,38.401111111,-28.235277778,38.401111111,-28.235277778,Não,Açores Pico,Lajes do Pico,Lajes do Pico
Lajes do Pico,"Rádio e Televisão de Portugal, S.A.",     96.500000,1000.000,39.5918340867651,CAMINHO VELHO,Lajes do Pico,,,,Nacional,Não,Rede 1 de Cobertura Nacional,38.389722222,-28.251388889,38.389722222,-28.251388889,Não,Açores Pico,Lajes do Pico,Lajes do Pico
Lajes do Pico,"Rádio e Televisão de Portugal, S.A.",    107.500000,1000.000,39.5918340867651,LAJES DO PICO,PICO DO GERALDO,,,,Nacional,Não,Rede 2 de Cobertura Nacional,38.401111111,-28.235277778,38.401111111,-28.235277778,Não,Açores Pico,Lajes do Pico,Lajes do Pico
Lajes do Pico,"Rádio e Televisão de Portugal, S.A.",     93.500000,1000.000,39.5918340867651,CAMINHO VELHO,Lajes do Pico,,,,Nacional,Não,Rede 2 de Cobertura Nacional,38.389722222,-28.251388889,38.389722222,-28.251388889,Não,Açores Pico,Lajes do Pico,Lajes do Pico
Lajes do Pico,"Rádio e Televisão de Portugal, S.A.",     94.500000,299.999,29.3012111881995,ILHA DO PICO,ARRIFE,,,,Nacional,Não,Rede 1 de Cobertura Nacional,38.389722222,-28.226111111,38.388611111,-28.221666667,Não,Açores Pico,Lajes do Pico,Lajes do Pico
Lajes do Pico,"Rádio e Televisão de Portugal, S.A.",     97.500000,299.999,29.3012111881995,ILHA DO PICO,ARRIFE,,,,Nacional,Não,Rede 2 de Cobertura Nacional,38.389722222,-28.226111111,38.388611111,-28.221666667,Não,Açores Pico,Lajes do Pico,Lajes do Pico
Lajes do Pico,"Rádio e Televisão de Portugal, S.A.",     98.600000,1000.000,39.5918340867651,CAMINHO VELHO,Lajes do Pico,,,,Nacional,Não,Rede 3 de Cobertura Nacional,38.389722222,-28.251388889,38.389722222,-28.251388889,Não,Açores Pico,Lajes do Pico,Lajes do Pico
Lajes do Pico,"Rádio Clube das Lages do Pico a Voz da Montanha, C.R.L.",    104.700000,500.000,33.2926313568806,CIMO DA LADEIRA,LAJES DO PICO,MONTANHA,84DE,S,Local,Não,,38.388333333,-28.249444444,38.388333333,-28.249444444,Não,Açores Pico,Lajes do Pico,Lajes do Pico
Lajes do Pico,"Rádio Clube das Lages do Pico a Voz da Montanha, C.R.L.",     88.300000,50.000,18.721822436302,LAJES DO PICO,ARRIFE,MONTANHA,84DE,S,Local,Sim,,38.390277778,-28.224166667,38.390277778,-28.224166667,Não,Açores Pico,Lajes do Pico,Lajes do Pico
Lajes do Pico,"Rádio Clube das Lages do Pico a Voz da Montanha, C.R.L.",    105.300000,50.000,18.721822436302,FETAIS,PIEDADE,MONTANHA,84DE,S,Local,Sim,,38.413888889,-28.065,38.413611111,-28.063611111,Não,Açores Pico,Lajes do Pico,Piedade
Lamego,"Rádio e Televisão de Portugal, S.A.",     87.900000,200.000,26.4766552017592,FONTELO,SÃO DOMINGOS,ANTENA 1,8201.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,41.120555556,-7.746944444,41.119722222,-7.747222222,Sim,Viseu,Lamego,Parada do Bispo e Valdigem
Lamego,"Rádio e Televisão de Portugal, S.A.",     89.300000,200.000,26.4766552017592,FONTELO,SÃO DOMINGOS,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,41.120555556,-7.746944444,41.119722222,-7.747222222,Sim,Viseu,Lamego,Parada do Bispo e Valdigem
Lamego,"Rádio e Televisão de Portugal, S.A.",    103.700000,200.000,26.4766552017592,FONTELO,SÃO DOMINGOS,ANTENA 3,8204.000,S,Nacional,Não,Rede 3 de Cobertura Nacional,41.120555556,-7.746944444,41.119722222,-7.747222222,Sim,Viseu,Lamego,Parada do Bispo e Valdigem
Lamego,"Rádio João Bosco, Lda.",     94.100000,2000.000,47.0828907919883,SERRA DAS MEADAS,Lamego,BOSCO.FM,80CC,N,Local,Não,,41.102777778,-7.86,41.1025,-7.86,Sim,Viseu,Lamego,Penude
Lamego,"Rádio Comercial, S.A.",     88.700000,10000.000,70.4053433621716,SERRA DAS MEADAS,LAMEGO,COMRCIAL,8203.000,S,Nacional,Não,Cobertura Nacional,41.113055556,-7.845277778,41.114166667,-7.844722222,Sim,Viseu,Lamego,Avões
Lamego,"Rádio Renascença, Lda.",     98.600000,11999.966,73.688654167593,SERRA DAS MEADAS,LAMEGO,RR,8221.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,41.113055556,-7.845277778,41.113333333,-7.845,Sim,Viseu,Lamego,Avões
Lamego,"Rádio Renascença, Lda.",    106.200000,11999.966,73.688654167593,SERRA DAS MEADAS,LAMEGO,RFM,8231.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,41.113055556,-7.845277778,41.113333333,-7.845,Sim,Viseu,Lamego,Avões
Lamego,"Rádio Clube de Lamego, Lda.",     97.000000,2000.000,47.0828907919883,AVÕES,CASTANHEIRA,RCLAMEGO,8448.000,S,Local,Não,,41.114444444,-7.842222222,41.113888889,-7.845555556,Sim,Viseu,Lamego,Avões
Lamego,"Rádio Clube de Lamego, Lda.",    107.900000,50.000,18.721822436302,"URBANIZAÇÃO DA ORTIGOSA, BLOCO 6",LAMEGO,RCLAMEGO,8448.000,S,Local,Sim,,41.097222222,-7.806666667,41.099722222,-7.802222222,Sim,Viseu,Lamego,Lamego (Almacave e Sé)
Leiria,"Rádio Comercial, S.A.",     89.000000,1000.000,39.5918340867651,SENHORA DO MONTE,LEIRIA,COMRCIAL,8203.000,S,Nacional,Não,Cobertura Nacional,39.681666667,-8.755833333,39.6825,-8.755,Sim,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes"
Leiria,"RECORD FM - Sociedade de Meios Audiovisuais de Sintra, Lda.",    101.400000,2000.000,47.0828907919883,SENHORA DO MONTE,LEIRIA,RECORD L,8071.000,N,Local,Não,,39.681666667,-8.755833333,39.681666667,-8.755833333,Não,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes"
Leiria,"Leirimédia, Produções e Publicidade, Lda.",     93.000000,2000.000,47.0828907919883,SENHORA DO MONTE,LEIRIA,M80LEIRI,803C,N,Local,Não,,39.681666667,-8.755833333,39.6825,-8.755,Sim,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes"
Leiria,"E.D.R. - Empresa Difusão Rádio, S.A.",     94.000000,2000.000,47.0828907919883,SENHORA DO MONTE,LEIRIA,94LEIRIA,807C,N,Local,Não,,39.681666667,-8.755833333,39.681666667,-8.755833333,Não,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes"
Lisboa,"Rádio e Televisão de Portugal, S.A.",     95.700000,100000.000,125.20037245767,"Avenida Tenente Martins, 10",Lisboa,ANTENA 1,8201.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,38.731944444,-9.188611111,38.731944444,-9.188611111,Não,Lisboa,Lisboa,Benfica
Lisboa,"Rádio e Televisão de Portugal, S.A.",     94.400000,100000.000,125.20037245767,"Avenida Tenente Martins, 10",Lisboa,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,38.731944444,-9.188611111,38.731944444,-9.188611111,Não,Lisboa,Lisboa,Benfica
Lisboa,"Rádio e Televisão de Portugal, S.A.",    100.300000,100000.000,125.20037245767,"Avenida Tenente Martins, 10",Lisboa,ANTENA 3,8204.000,S,Nacional,Não,Rede 3 de Cobertura Nacional,38.731944444,-9.188611111,38.731944444,-9.188611111,Não,Lisboa,Lisboa,Benfica
Lisboa,"Rádio e Televisão de Portugal, S.A.",    101.500000,5000.000,59.203600847957,"Avenida Tenente Martins, 10",Lisboa,AFRICA,8458.000,S,Local,Não,RDP África,38.731944444,-9.188611111,38.731944444,-9.188611111,Não,Lisboa,Lisboa,Benfica
Lisboa,"Rádio XXI, Lda.",     96.600000,5000.000,59.203600847957,MONSANTO,LISBOA,SMOOTHFM,80BD,N,Local,Não,,38.738611111,-9.19,38.738611111,-9.19,Não,Lisboa,Lisboa,Benfica
Lisboa,"Rádio Comercial, S.A.",     97.400000,43999.729,101.968990847879,MONSANTO,LISBOA,COMRCIAL,8203.000,S,Nacional,Não,Cobertura Nacional,38.738611111,-9.19,38.738611111,-9.19,Não,Lisboa,Lisboa,Benfica
Lisboa,"Rádio Regional de Lisboa - Emissões de Radiodifusão, S.A.",    104.300000,49999.999,105.280543861682,MONSANTO,LISBOA,M80,8332.000,S,Regional,Não,Cobertura Regional Sul,38.738611111,-9.19,38.738611111,-9.19,Não,Lisboa,Lisboa,Benfica
Lisboa,"Rádio Renascença, Lda.",     93.200000,49999.999,105.280543861682,MONSANTO,LISBOA,RFM,8231.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,38.732222222,-9.188611111,38.732222222,-9.188611111,Não,Lisboa,Lisboa,Benfica
Lisboa,"Rádio Renascença, Lda.",    103.400000,49999.999,105.280543861682,MONSANTO,LISBOA,RR,8221.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,38.732222222,-9.188611111,38.732222222,-9.188611111,Não,Lisboa,Lisboa,Benfica
Lisboa,"Rádio Renascença, Lda.",     92.400000,5000.000,59.203600847957,MONSANTO,LISBOA,MEGAHITS,844E,S,Local,Não,,38.732222222,-9.188611111,38.732222222,-9.188611111,Não,Lisboa,Lisboa,Benfica
Lisboa,"TSF - Rádio Jornal Lisboa, Lda.",     89.500000,5000.000,59.203600847957,MONSANTO,LISBOA,TSF,8343.000,S,Local,Não,,38.7325,-9.188055556,38.7325,-9.188055556,Sim,Lisboa,Lisboa,Benfica
Lisboa,"Sociedade Franco Portuguesa de Comunicação, S.A.",     90.400000,5000.000,59.203600847957,SERRA DE MONSANTO,LISBOA,SBSR,8059.000,N,Local,Não,,38.738611111,-9.19,38.738611111,-9.19,Não,Lisboa,Lisboa,Benfica
Lisboa,"CÔCO - Companhia de Comunicação, Lda.",     91.600000,5000.000,59.203600847957,MONSANTO,LISBOA,CIDADEFM,844C,S,Local,Não,,38.738611111,-9.19,38.738611111,-9.19,Não,Lisboa,Lisboa,Benfica
Loulé,"Pajovir - Espectáculos, Marketing e Publicidade, Lda.",    103.100000,2000.000,47.0828907919883,CERRO DE ALFEICAO,LOULÉ,TOTAL FM,8450.000,S,Local,Não,,37.160833333,-8.060555556,37.160833333,-8.060555556,Não,Faro,Loulé,Loulé (São Sebastião)
Loulé,"Rádio Clube de Loulé, C.R.L.",     99.700000,2000.000,47.0828907919883,CERRO DO ALFEIÇÃO,ALMANSIL,CIDAD AG,80F2,N,Local,Não,,37.159444444,-8.058888889,37.159444444,-8.058888889,Não,Faro,Loulé,Loulé (São Sebastião)
Loulé,"R.T.A. - Sociedade de Radiodifusão e Telecomunicações de Albufeira, Unipessoal, Lda.",     95.800000,1000.000,39.5918340867651,PICOTA,LOULÉ,KISS FM,8444.000,S,Local,Não,,37.159722222,-8.110277778,37.158055556,-8.111111111,Sim,Faro,Loulé,Loulé (São Sebastião)
Loures,"Rádio Horizonte Tejo - Radiodifusão, Comunicação e Meios, Unipessoal, Lda.",     92.800000,2000.000,47.0828907919883,MAROITAS NORTE - ALTO S. LOURENÇO,São João da Talha,HORIZ.FM,804F,N,Local,Não,,38.835555556,-9.108055556,38.835555556,-9.108055556,Não,Lisboa,Loures,"Santa Iria de Azoia, São João da Talha e Bobadela"
Loures,"Rádio Nova Loures, Lda.",     92.000000,2000.000,47.0828907919883,BICA,SERRA DA AMOREIRA,AMALIA,8007.000,N,Local,Não,,38.813333333,-9.197222222,38.813333333,-9.197222222,Não,Lisboa,Loures,Loures
Loures,"Publidifusão, Sociedade de Radiodifusão e Publicidade, Lda.",    101.900000,2000.000,47.0828907919883,ALTO DO MOSQUEIRO,MONTEMOR,ORBITAL,8014.000,N,Local,Não,,38.824444444,-9.203333333,38.824444444,-9.203333333,Não,Lisboa,Loures,Loures
Lourinhã,"Rádio Clube da Lourinhã, C.R.L.",     99.000000,1000.000,39.5918340867651,PREGANÇA,LOURINHÃ,RCL99.FM,80C3,N,Local,Não,,39.210833333,-9.293055556,39.210833333,-9.293055556,Não,Lisboa,Lourinhã,Santa Bárbara
Lousã,"RÁDIO NOTICIAS - Produções e Publicidade, S.A.",    107.400000,49999.999,105.280543861682,TREVIM,LOUSÃ,TSF,8343.000,S,Regional,Não,Cobertura Regional Norte,40.09,-8.179166667,40.090833333,-8.178333333,Sim,Coimbra,Lousã,Lousã e Vilarinho
Macedo de Cavaleiros,"Rádio e Televisão de Portugal, S.A.",     91.100000,10000.000,70.4053433621716,Serra de Bornes,Macedo de Cavaleiros,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,41.435555556,-7.005833333,41.433055556,-7.005833333,Sim,Bragança,Macedo de Cavaleiros,Bornes e Burga
Macedo de Cavaleiros,"Rádio e Televisão de Portugal, S.A.",    102.100000,10000.000,70.4053433621716,Serra de Bornes,Macedo de Cavaleiros,ANTENA 3,8204.000,S,Nacional,Não,Rede 3 de Cobertura Nacional,41.435555556,-7.005833333,41.433055556,-7.005833333,Sim,Bragança,Macedo de Cavaleiros,Bornes e Burga
Macedo de Cavaleiros,"Rádio e Televisão de Portugal, S.A.",     92.800000,10000.000,70.4053433621716,Serra de Bornes,Macedo de Cavaleiros,ANTENA 1,8201.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,41.435555556,-7.005833333,41.433055556,-7.005833333,Sim,Bragança,Macedo de Cavaleiros,Bornes e Burga
Macedo de Cavaleiros,"Rádio Livre Macedense, C.R.L.",     87.700000,500.000,33.2926313568806,MACEDO DE CAVALEIROS,BORNES,ONDALIVR,84D3,S,Local,Não,,41.434722222,-7.004444444,41.434444444,-7.006944444,Sim,Bragança,Macedo de Cavaleiros,Bornes e Burga
Macedo de Cavaleiros,"Rádio Livre Macedense, C.R.L.",    106.000000,50.000,18.721822436302,MACEDO DE CAVALEIROS,SOBREDA,ONDALIVR,84D3,S,Local,Sim,,41.506388889,-6.815555556,41.506111111,-6.814722222,Sim,Bragança,Macedo de Cavaleiros,Morais
Machico,"Rádio e Televisão de Portugal, S.A.",     93.100000,100.000,22.2641244470679,,PICO DO FACHO,,,,Nacional,Não,Rede 1 de Cobertura Nacional,32.723055556,-16.755,32.723888889,-16.759166667,Sim,Madeira,Machico,Caniçal
Machico,"Rádio e Televisão de Portugal, S.A.",     90.800000,100.000,22.2641244470679,,PICO DO FACHO,,,,Nacional,Não,Rede 3 de Cobertura Nacional,32.723055556,-16.755,32.723888889,-16.759166667,Sim,Madeira,Machico,Caniçal
Machico,"Ramos, Marques e Vasconcelos, Lda.",     89.600000,1000.000,39.5918340867651,CABEÇO DO CURA,SANTO DA SERRA,R.ZARCO,8020.000,N,Local,Não,,32.741111111,-16.810555556,32.741944444,-16.808888889,Sim,Madeira,Machico,Santo António da Serra
Madalena,"Rádio e Televisão de Portugal, S.A.",    103.400000,316.228,29.6896926105113,PICO,São Mateus,,,,Nacional,Não,Rede 1 de Cobertura Nacional,38.423055556,-28.448055556,38.423055556,-28.448055556,Não,Açores Pico,Madalena,São Mateus
Madalena,"Costa & Osório, Unipessoal, Lda.",     92.700000,50.000,18.721822436302,,Bandeiras,CANALFM,8459.000,S,Local,Sim,,38.531388889,-28.441111111,38.531388889,-28.441111111,Não,Açores Pico,Madalena,Bandeiras
Madalena,"Cooperativa de Radiodifusão do Pico, C.R.L.",     90.200000,50.000,18.721822436302,FAROL DE SÃO MATEUS,ARIEIRO,R PICO,84F9,S,Local,Sim,,38.429166667,-28.449166667,38.423055556,-28.448055556,Não,Açores Pico,Madalena,São Mateus
Mafra,"Mafra FM - Cooperativa Radiodifusão, C.R.L.",    105.600000,1000.000,39.5918340867651,SERRA DO FUNCHAL,AVESSADA,RCMAFRA,8065.000,N,Local,Não,,38.911388889,-9.274166667,38.911388889,-9.274166667,Sim,Lisboa,Mafra,Malveira e São Miguel de Alcainça
Manteigas,"Rádio e Televisão de Portugal, S.A.",    104.800000,500.000,33.2926313568806,CHÃO DAS BARCAS,MANTEIGAS,ANTENA 1,8201.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,40.420833333,-7.541666667,40.417777778,-7.543611111,Sim,Guarda,Manteigas,Manteigas (Santa Maria)
Manteigas,"Rádio e Televisão de Portugal, S.A.",     91.600000,500.000,33.2926313568806,CHÃO DAS BARCAS,MANTEIGAS,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,40.420833333,-7.541666667,40.417777778,-7.543611111,Sim,Guarda,Manteigas,Manteigas (Santa Maria)
Manteigas,"Rádio e Televisão de Portugal, S.A.",    100.300000,500.000,33.2926313568806,CHÃO DAS BARCAS,MANTEIGAS,ANTENA 3,8204.000,S,Nacional,Não,Rede 3 de Cobertura Nacional,40.420833333,-7.541666667,40.417777778,-7.543611111,Sim,Guarda,Manteigas,Manteigas (Santa Maria)
Manteigas,"Beiras FM - Radiodifusão e Publicidade, Unipessoal, Lda.",    104.400000,500.000,33.2926313568806,PENHAS DOURADAS,MANTEIGAS,M80 MANT,8000.000,N,Local,Não,,40.407222222,-7.568333333,40.405555556,-7.570833333,Sim,Guarda,Manteigas,Manteigas (São Pedro)
Marco de Canaveses,"Oficina de Video, Lda.",     88.500000,50.000,18.721822436302,ERMIDA - RESIDUAL,Penha Longa,MONTMURO,849C,S,Local,Sim,,41.105,-8.139166667,41.103888889,-8.141111111,Sim,Porto,Marco de Canaveses,Penhalonga e Paços de Gaiolo
Marinha Grande,"MG - Rádio e Comunicação da Marinha Grande, Lda.",     96.000000,1000.000,39.5918340867651,,ALTO DOS PICOTOS,RCM96-MG,80C7,N,Local,Não,,39.748333333,-8.989444444,39.748333333,-8.989444444,Não,Leiria,Marinha Grande,Marinha Grande
Marvão,"Rádio Renascença, Lda.",     95.300000,10000.000,70.4053433621716,SERRA SÃO MAMEDE,PORTALEGRE,RR,8221.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,39.313333333,-7.359722222,39.313333333,-7.359722222,Sim,Portalegre,Marvão,São Salvador da Aramenha
Marvão,"Rádio Renascença, Lda.",    101.100000,10000.000,70.4053433621716,SERRA SÃO MAMEDE,PORTALEGRE,RFM,8231.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,39.313333333,-7.359722222,39.313333333,-7.359722222,Sim,Portalegre,Marvão,São Salvador da Aramenha
Matosinhos,"NOTIMAIA - Publicações e Comunicação, Unipessoal, Lda.",     89.500000,1499.996,43.8155377411907,Rua Oslo,Senhora da Hora,SMOOTHMA,8009.000,N,Local,Não,,41.191666667,-8.651388889,41.191666667,-8.651666667,Sim,Porto,Matosinhos,São Mamede de Infesta e Senhora da Hora
Mealhada,"Rádio Província, Lda.",    100.800000,1000.000,39.5918340867651,CRUZ ALTA,SERRA DO BUÇACO,PROVNCIA,80F1,N,Local,Não,,40.372222222,-8.364444444,40.369722222,-8.363055556,Sim,Aveiro,Mealhada,Luso
Mealhada,"Rádio Clube Pampilhosa, C.R.L.",     92.600000,1000.000,39.5918340867651,SERRA DO BUÇACO,LUSO,RCP-92.6,8027.000,N,Local,Não,,40.369722222,-8.361944444,40.37,-8.363611111,Sim,Aveiro,Mealhada,Luso
Meda,"Rádio Clube da Meda, Lda.",     96.600000,500.000,33.2926313568806,Monte de Sta. Columba - Poço Canto,MEDA,MEDA FM,80D5,N,Local,Não,,40.993055556,-7.265,40.993055556,-7.265,Não,Guarda,Meda,"Mêda, Outeiro de Gatos e Fonte Longa"
Melgaço,"Associação Cultural, Recreativa e Desportiva INÊS NEGRA",     88.500000,500.000,33.2926313568806,AVENIDA DA BARBOSA,MELGAÇO,,,,Local,Não,,42.115,-8.250277778,42.115555556,-8.250555556,Sim,Viana do Castelo,Melgaço,Vila e Roussas
Mértola,"Rádio e Televisão de Portugal, S.A.",     90.900000,400.000,31.4862267474058,CERRO DE BENFICA,MÉRTOLA,ANTENA 1,8201.000,S,Nacional,Não,Rede 1 de Cobertura Nacional,37.641666667,-7.661111111,37.641666667,-7.660833333,Sim,Beja,Mértola,Mértola
Mértola,"Rádio e Televisão de Portugal, S.A.",     92.200000,400.000,31.4862267474058,CERRO DE BENFICA,MÉRTOLA,ANTENA 2,8202.000,S,Nacional,Não,Rede 2 de Cobertura Nacional,37.641666667,-7.661111111,37.641666667,-7.660833333,Sim,Beja,Mértola,Mértola
